"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"1:58:32.8979368 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","CloseFile","D:\Internship Report","SUCCESS",""
"1:58:32.8980314 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS",""
"1:58:32.8980377 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","SUCCESS",""
"1:58:32.8980453 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM","SUCCESS",""
"1:58:32.8980728 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows NT\CurrentVersion","SUCCESS",""
"1:58:32.8980777 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","5172","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"1:58:32.8981346 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","CreateFile","D:\Internship Report","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"1:58:32.8981942 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","Load Image","C:\Windows\SysWOW64\kernel32.dll","SUCCESS","Image Base: 0x77700000, Image Size: 0xf0000"
"1:58:32.8982818 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","Load Image","C:\Windows\SysWOW64\KernelBase.dll","SUCCESS","Image Base: 0x75f30000, Image Size: 0x214000"
"1:58:32.8987844 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\System\CurrentControlSet\Control\Terminal Server","REPARSE","Desired Access: Read"
"1:58:32.8988012 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\System\CurrentControlSet\Control\Terminal Server","SUCCESS","Desired Access: Read"
"1:58:32.8988197 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Terminal Server","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8988284 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegQueryValue","HKLM\System\CurrentControlSet\Control\Terminal Server\TSAppCompat","NAME NOT FOUND","Length: 548"
"1:58:32.8988377 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegQueryValue","HKLM\System\CurrentControlSet\Control\Terminal Server\TSUserEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"1:58:32.8988488 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegCloseKey","HKLM\System\CurrentControlSet\Control\Terminal Server","SUCCESS",""
"1:58:32.8989854 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","REPARSE","Desired Access: Query Value, Set Value"
"1:58:32.8989958 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","NAME NOT FOUND","Desired Access: Query Value, Set Value"
"1:58:32.8990117 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","REPARSE","Desired Access: Read"
"1:58:32.8990209 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\System\CurrentControlSet\Control\Srp\GP\DLL","NAME NOT FOUND","Desired Access: Read"
"1:58:32.8990381 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\Safer\CodeIdentifiers","REPARSE","Desired Access: Query Value"
"1:58:32.8990684 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\Safer\CodeIdentifiers","SUCCESS","Desired Access: Query Value"
"1:58:32.8990846 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegSetInfoKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8990919 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\TransparentEnabled","NAME NOT FOUND","Length: 80"
"1:58:32.8991015 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS",""
"1:58:32.8991174 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","NAME NOT FOUND","Desired Access: Query Value"
"1:58:32.8991427 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem\","REPARSE","Desired Access: Read"
"1:58:32.8991513 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","Desired Access: Read"
"1:58:32.8991610 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8991678 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegQueryValue","HKLM\System\CurrentControlSet\Control\FileSystem\LongPathsEnabled","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"1:58:32.8991771 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegCloseKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS",""
"1:58:32.8991901 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem\","REPARSE","Desired Access: Read"
"1:58:32.8991987 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","Desired Access: Read"
"1:58:32.8992049 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8992133 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegQueryValue","HKLM\System\CurrentControlSet\Control\FileSystem\LPGO","NAME NOT FOUND","Length: 20"
"1:58:32.8992221 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegCloseKey","HKLM\System\CurrentControlSet\Control\FileSystem","SUCCESS",""
"1:58:32.8992772 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"1:58:32.8992904 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"1:58:32.8992998 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8993104 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"1:58:32.8993176 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\DllNXOptions","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"1:58:32.8994063 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","CreateFile","D:\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"1:58:32.8994253 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","ReadFile","D:\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe","SUCCESS","Offset: 336,892, Length: 4, Priority: Normal"
"1:58:32.8994611 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","ReadFile","D:\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe","SUCCESS","Offset: 336,884, Length: 8"
"1:58:32.8994674 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","ReadFile","D:\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe","SUCCESS","Offset: 0, Length: 4"
"1:58:32.8994770 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","CloseFile","D:\Internship Report\5fc6f24d43bc7ca45a81d159291955d1.exe","SUCCESS",""
"1:58:32.8998101 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys"
"1:58:32.8998211 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"1:58:32.8998304 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.8998364 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24"
"1:58:32.8998451 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"1:58:32.8999540 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","Load Image","C:\Windows\SysWOW64\user32.dll","SUCCESS","Image Base: 0x761c0000, Image Size: 0x196000"
"1:58:32.9000404 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","Load Image","C:\Windows\SysWOW64\win32u.dll","SUCCESS","Image Base: 0x76820000, Image Size: 0x18000"
"1:58:32.9001034 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","Thread Create","","SUCCESS","Thread ID: 2400"
"1:58:32.9001740 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","Load Image","C:\Windows\SysWOW64\gdi32.dll","SUCCESS","Image Base: 0x775e0000, Image Size: 0x23000"
"1:58:32.9002518 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","Load Image","C:\Windows\SysWOW64\gdi32full.dll","SUCCESS","Image Base: 0x765c0000, Image Size: 0xda000"
"1:58:32.9003232 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","Load Image","C:\Windows\SysWOW64\msvcp_win.dll","SUCCESS","Image Base: 0x75d90000, Image Size: 0x7b000"
"1:58:32.9003899 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","Load Image","C:\Windows\SysWOW64\ucrtbase.dll","SUCCESS","Image Base: 0x77450000, Image Size: 0x120000"
"1:58:32.9008047 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","REPARSE","Desired Access: Read"
"1:58:32.9008146 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","SUCCESS","Desired Access: Read"
"1:58:32.9008294 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.9008361 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\(Default)","SUCCESS","Type: REG_SZ, Length: 18, Data: 00060305"
"1:58:32.9011774 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","CreateFile","C:\Windows\SysWOW64\imm32.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"1:58:32.9012124 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","QueryBasicInformationFile","C:\Windows\SysWOW64\imm32.dll","SUCCESS","CreationTime: 11/18/2020 7:49:43 PM, LastAccessTime: 8/22/2022 1:58:32 PM, LastWriteTime: 11/18/2020 7:49:43 PM, ChangeTime: 6/6/2021 12:01:07 AM, FileAttributes: A"
"1:58:32.9012218 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","CloseFile","C:\Windows\SysWOW64\imm32.dll","SUCCESS",""
"1:58:32.9012778 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","CreateFile","C:\Windows\SysWOW64\imm32.dll","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"1:58:32.9012993 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","CreateFileMapping","C:\Windows\SysWOW64\imm32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE|PAGE_NOCACHE"
"1:58:32.9013077 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","QueryStandardInformationFile","C:\Windows\SysWOW64\imm32.dll","SUCCESS","AllocationSize: 143,360, EndOfFile: 143,056, NumberOfLinks: 2, DeletePending: False, Directory: False"
"1:58:32.9013220 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","CreateFileMapping","C:\Windows\SysWOW64\imm32.dll","SUCCESS","SyncType: SyncTypeOther"
"1:58:32.9013581 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","CloseFile","C:\Windows\SysWOW64\imm32.dll","SUCCESS",""
"1:58:32.9014157 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","Load Image","C:\Windows\SysWOW64\imm32.dll","SUCCESS","Image Base: 0x764d0000, Image Size: 0x25000"
"1:58:32.9015101 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\System\CurrentControlSet\Control\Error Message Instrument\","REPARSE","Desired Access: Read"
"1:58:32.9015191 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\System\CurrentControlSet\Control\Error Message Instrument","NAME NOT FOUND","Desired Access: Read"
"1:58:32.9015583 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"1:58:32.9015652 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\5fc6f24d43bc7ca45a81d159291955d1.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"1:58:32.9015855 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\Display","REPARSE","Desired Access: Read"
"1:58:32.9015992 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"1:58:32.9016221 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\Display","REPARSE","Desired Access: Read"
"1:58:32.9016332 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"1:58:32.9016631 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"1:58:32.9016699 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\5fc6f24d43bc7ca45a81d159291955d1.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"1:58:32.9016840 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\Display","REPARSE","Desired Access: Read"
"1:58:32.9016956 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"1:58:32.9017114 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\Display","REPARSE","Desired Access: Read"
"1:58:32.9017227 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"1:58:32.9017413 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","REPARSE","Desired Access: Read"
"1:58:32.9017514 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","Desired Access: Read"
"1:58:32.9017604 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.9017667 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize\DisableMetaFiles","NAME NOT FOUND","Length: 20"
"1:58:32.9017750 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS",""
"1:58:32.9018046 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\5fc6f24d43bc7ca45a81d159291955d1.exe","NAME NOT FOUND","Desired Access: Read"
"1:58:32.9018259 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"1:58:32.9018392 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"1:58:32.9019055 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKCU\Control Panel\Desktop","SUCCESS","Desired Access: Read"
"1:58:32.9019199 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegQueryValue","HKCU\Control Panel\Desktop\EnablePerProcessSystemDPI","NAME NOT FOUND","Length: 20"
"1:58:32.9019343 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegCloseKey","HKCU\Control Panel\Desktop","SUCCESS",""
"1:58:32.9024794 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\Compatibility32","SUCCESS","Desired Access: Read"
"1:58:32.9024986 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\Compatibility32\5fc6f24d43bc7ca45a81d159291955d1","NAME NOT FOUND","Length: 172"
"1:58:32.9025113 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\Compatibility32","SUCCESS",""
"1:58:32.9025224 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\IME Compatibility","NAME NOT FOUND","Desired Access: Read"
"1:58:32.9028697 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","Thread Create","","SUCCESS","Thread ID: 5940"
"1:58:32.9206879 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","CreateFile","C:\Windows\SysWOW64\edgegdi.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"1:58:32.9208597 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"1:58:32.9208797 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"1:58:32.9208904 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegQueryKey","HKLM","SUCCESS","Query: Name"
"1:58:32.9209117 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows NT\CurrentVersion\Windows","SUCCESS","Desired Access: Read"
"1:58:32.9209317 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegSetInfoKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\Windows","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"1:58:32.9209435 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\Windows\LoadAppInit_DLLs","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"1:58:32.9209585 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\Windows","SUCCESS",""
"1:58:32.9210456 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"1:58:32.9210535 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\5fc6f24d43bc7ca45a81d159291955d1.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"1:58:32.9211792 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","Load Image","C:\Windows\SysWOW64\advapi32.dll","SUCCESS","Image Base: 0x77610000, Image Size: 0x7a000"
"1:58:32.9212793 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","Load Image","C:\Windows\SysWOW64\msvcrt.dll","SUCCESS","Image Base: 0x76500000, Image Size: 0xbf000"
"1:58:32.9213674 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","Load Image","C:\Windows\SysWOW64\sechost.dll","SUCCESS","Image Base: 0x76910000, Image Size: 0x75000"
"1:58:32.9214477 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","Load Image","C:\Windows\SysWOW64\rpcrt4.dll","SUCCESS","Image Base: 0x76840000, Image Size: 0xba000"
"1:58:32.9221389 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","Load Image","C:\Windows\SysWOW64\shell32.dll","SUCCESS","Image Base: 0x76c50000, Image Size: 0x5b3000"
"1:58:32.9234915 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","CreateFile","C:\Users\4valanch3r\AppData\Local\Temp","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"1:58:32.9235195 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","QueryBasicInformationFile","C:\Users\4valanch3r\AppData\Local\Temp","SUCCESS","CreationTime: 6/6/2021 12:12:35 AM, LastAccessTime: 8/22/2022 1:58:32 PM, LastWriteTime: 8/22/2022 1:56:40 PM, ChangeTime: 8/22/2022 1:56:40 PM, FileAttributes: D"
"1:58:32.9235281 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","CloseFile","C:\Users\4valanch3r\AppData\Local\Temp","SUCCESS",""
"1:58:32.9236787 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","CreateFile","C:\Users\4valanch3r\AppData\Local\Temp\4DD3.tmp","SUCCESS","Desired Access: Read Attributes, Delete, Disposition: Open, Options: Non-Directory File, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"1:58:32.9237148 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","QueryAttributeTagFile","C:\Users\4valanch3r\AppData\Local\Temp\4DD3.tmp","SUCCESS","Attributes: A, ReparseTag: 0x0"
"1:58:32.9237266 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","SetDispositionInformationEx","C:\Users\4valanch3r\AppData\Local\Temp\4DD3.tmp","SUCCESS","Flags: FILE_DISPOSITION_DELETE, FILE_DISPOSITION_POSIX_SEMANTICS, FILE_DISPOSITION_FORCE_IMAGE_SECTION_CHECK"
"1:58:32.9237597 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","CloseFile","C:\Users\4valanch3r\AppData\Local\Temp\4DD3.tmp","SUCCESS",""
"1:58:32.9238863 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\Windows\System","REPARSE","Desired Access: Query Value"
"1:58:32.9239128 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\System","SUCCESS","Desired Access: Query Value"
"1:58:32.9239299 PM","5fc6f24d43bc7ca45a81d159291955d1.exe","3844","RegSetInfoKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\System","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
